elapsed_time_s,vib_x_raw_g,vib_y_raw_g,vib_z_raw_g,vib_x_corr_g,vib_y_corr_g,vib_z_corr_g,vib_x_rms_g,vib_y_rms_g,vib_z_rms_g,rpm,omega_z_dps
73.200000,-0.166117,-0.177353,-0.273812,-0.169706,-0.163164,-0.254645,0.336396,0.240507,0.411203,147.911277,885.554292
73.210000,0.743033,-0.014326,0.305476,0.759087,-0.013180,0.284093,0.343597,0.240428,0.407519,147.885435,884.920464
73.220000,-0.556848,-0.307563,0.171624,-0.568881,-0.282958,0.159610,0.345170,0.238543,0.407604,148.246467,884.301521
73.230000,0.600706,0.281095,-0.415939,0.613688,0.258608,-0.386823,0.347367,0.239377,0.409391,147.387632,883.698072
73.240000,-0.320242,-0.271412,0.290079,-0.327164,-0.249699,0.269774,0.348480,0.239893,0.410051,147.168112,883.110714
73.250000,-0.090187,0.305845,0.590671,-0.092137,0.281377,0.549324,0.348006,0.238895,0.413368,146.034841,882.540026
73.260000,-0.153395,-0.565870,-0.492434,-0.156711,-0.520601,-0.457964,0.348279,0.243360,0.409964,146.378044,881.986573
73.270000,0.274184,-0.080366,-0.137940,0.280113,-0.073937,-0.128284,0.349101,0.242923,0.410111,147.426770,881.450899
73.280000,0.110515,-0.196734,0.604679,0.112905,-0.180995,0.562352,0.347955,0.243065,0.409309,146.211996,880.933534
73.290000,-0.582430,0.145591,-0.651661,-0.595028,0.133944,-0.606045,0.349646,0.243434,0.413655,146.579859,880.434988
73.300000,0.379095,0.033033,-0.106997,0.387297,0.030391,-0.099507,0.350967,0.242144,0.413768,145.782958,879.955754
73.310000,-0.445228,-0.409162,0.620148,-0.454861,-0.376429,0.576738,0.352049,0.245040,0.416044,146.397672,879.496305
73.320000,0.293018,0.338775,0.288739,0.299359,0.311673,0.268528,0.351567,0.244667,0.416707,145.861550,879.057094
73.330000,-0.209391,-0.548980,-0.514613,-0.213923,-0.505061,-0.478590,0.351097,0.249257,0.413406,146.629607,878.638554
73.340000,0.193700,0.177757,0.301363,0.197893,0.163537,0.280267,0.350458,0.248658,0.413637,146.291846,878.241099
73.350000,-0.245220,-0.381284,0.066043,-0.250528,-0.350782,0.061420,0.350843,0.249960,0.412876,146.439543,877.865120
73.360000,-0.168726,0.296297,-0.559599,-0.172379,0.272593,-0.520427,0.351224,0.250887,0.414228,145.445870,877.510990
73.370000,-0.201994,-0.470940,-0.033325,-0.206368,-0.433264,-0.030992,0.351820,0.252787,0.409102,146.050589,877.179058
73.380000,-0.061064,0.226104,1.047143,-0.062386,0.208015,0.973843,0.351754,0.251986,0.414557,146.520314,876.869651
73.390000,0.127591,-0.160444,-0.866749,0.130355,-0.147609,-0.806077,0.351625,0.252370,0.421961,144.478481,876.583074
73.400000,-0.141715,-0.221925,-0.702669,-0.144785,-0.204171,-0.653482,0.349815,0.253083,0.426519,145.701952,876.319611
73.410000,0.623977,0.024815,0.841379,0.637496,0.022829,0.782483,0.354172,0.252745,0.427778,145.917671,876.079522
73.420000,-0.288014,0.047691,0.323111,-0.294255,0.043876,0.300493,0.349322,0.250866,0.428601,146.335877,875.863043
73.430000,0.318901,0.294336,-0.432753,0.325812,0.270789,-0.402460,0.350022,0.248516,0.427518,146.193616,875.670388
73.440000,-0.137258,-0.340392,0.392301,-0.140233,-0.313160,0.364840,0.348080,0.248077,0.428991,146.179636,875.501748
73.450000,0.135791,0.362397,0.166524,0.138735,0.333405,0.154867,0.344831,0.250160,0.423979,146.012268,875.357289
73.460000,-0.028191,-0.254954,-0.583777,-0.028802,-0.234558,-0.542912,0.344416,0.250930,0.424819,146.213219,875.237153
73.470000,0.035177,0.187383,0.137618,0.035939,0.172392,0.127985,0.344216,0.249407,0.423604,145.731830,875.141459
73.480000,0.256420,0.060477,1.073528,0.261981,0.055639,0.998381,0.345146,0.241954,0.430434,145.742226,875.070302
73.490000,-0.042564,0.182472,-0.289908,-0.043487,0.167875,-0.269614,0.344655,0.242535,0.431269,145.209081,875.023751
73.500000,0.109780,0.062300,-0.444142,0.112162,0.057316,-0.413052,0.342598,0.242595,0.431438,145.684165,875.001853
73.510000,-0.578161,-0.137239,0.537653,-0.590705,-0.126260,0.500017,0.337167,0.242910,0.428685,145.661574,875.004629
73.520000,0.386921,0.153940,-0.106865,0.395317,0.141625,-0.099385,0.334707,0.242505,0.428792,146.562132,875.032077
73.530000,-0.830073,-0.179601,-0.529415,-0.848088,-0.165233,-0.492356,0.339649,0.242390,0.425732,145.248661,875.084169
73.540000,0.293364,0.400988,0.268690,0.299732,0.368909,0.249882,0.339515,0.244059,0.426197,145.946707,875.160854
73.550000,-0.334578,-0.243193,0.630497,-0.341841,-0.223737,0.586362,0.340960,0.242753,0.429513,145.691133,875.262056
73.560000,-0.093757,0.372379,-0.866759,-0.095793,0.342588,-0.806086,0.340744,0.241753,0.434922,145.880803,875.387676
73.570000,0.007524,-0.371235,-0.169646,0.007687,-0.341536,-0.157771,0.340561,0.240823,0.435165,146.418184,875.537590
73.580000,-0.243309,0.431957,0.812816,-0.248593,0.397400,0.755919,0.340946,0.243885,0.440864,145.879985,875.711648
73.590000,0.332771,-0.143720,0.002896,0.339999,-0.132222,0.002693,0.341406,0.244229,0.436647,145.487725,875.909681
73.600000,-0.434505,0.039695,-0.378447,-0.443944,0.036519,-0.351956,0.336598,0.244119,0.437949,146.036127,876.131492
73.610000,0.447877,-0.119014,0.002859,0.457608,-0.109493,0.002659,0.336619,0.244172,0.436931,146.507776,876.376861
73.620000,-0.226738,-0.105170,-0.099925,-0.231665,-0.096756,-0.092931,0.336762,0.243941,0.437029,146.231277,876.645549
73.630000,0.409887,0.177041,-0.726556,0.418795,0.162878,-0.675697,0.332930,0.244372,0.441943,146.471305,876.937287
73.640000,-0.265630,-0.081070,0.230343,-0.271404,-0.074584,0.214219,0.333530,0.244118,0.440413,145.498977,877.251790
73.650000,0.342147,0.280165,0.265395,0.349585,0.257751,0.246817,0.330897,0.241477,0.433797,146.696284,877.588746
73.660000,-0.057616,-0.117693,-0.425681,-0.058869,-0.108277,-0.395884,0.330945,0.241008,0.434866,146.053635,877.947824
73.670000,0.175055,0.128830,0.012729,0.178862,0.118524,0.011838,0.329173,0.239088,0.434866,145.759458,878.328667
73.680000,0.313769,-0.109489,0.596572,0.320593,-0.100729,0.554812,0.330451,0.239245,0.430831,146.584952,878.730901
73.690000,-0.386425,0.282593,-0.394085,-0.394831,0.259985,-0.366499,0.331135,0.240654,0.430645,145.786003,879.154129
73.700000,0.301506,0.147387,0.032310,0.308065,0.135596,0.030049,0.327069,0.241032,0.428781,146.708257,879.597933
73.710000,-0.732863,-0.052135,0.818769,-0.748808,-0.047964,0.761456,0.331327,0.240278,0.432865,147.438808,880.061874
73.720000,0.155098,0.131503,-0.287856,0.158473,0.120982,-0.267706,0.331495,0.240191,0.433655,146.454884,880.545495
73.730000,-0.614318,-0.148415,-0.791296,-0.627687,-0.136542,-0.735905,0.337304,0.238737,0.438930,146.374633,881.048318
73.740000,0.107685,0.463330,0.223221,0.110029,0.426263,0.207595,0.335433,0.241959,0.437044,147.455128,881.569848
73.750000,-0.154129,-0.267513,0.196730,-0.157484,-0.246112,0.182959,0.335216,0.237294,0.434370,147.316727,882.109569
73.760000,0.133597,0.165908,-0.372167,0.136506,0.152635,-0.346116,0.335368,0.237761,0.433390,147.516002,882.666948
73.770000,-0.079737,-0.085122,-0.280187,-0.081474,-0.078312,-0.260574,0.335340,0.234457,0.434109,146.231389,883.241436
73.780000,-0.074313,0.151267,0.864431,-0.075932,0.139165,0.803921,0.334939,0.234821,0.437424,146.862057,883.832466
73.790000,0.431515,-0.186651,-0.422023,0.440913,-0.171719,-0.392482,0.337669,0.235346,0.437621,148.304047,884.439454
73.800000,-0.225274,-0.189075,-0.518856,-0.230182,-0.173949,-0.482536,0.332321,0.235968,0.440165,147.076044,885.061800
73.810000,0.265580,0.123824,0.396412,0.271366,0.113918,0.368663,0.332264,0.236137,0.439068,147.364634,885.698891
73.820000,-0.589548,-0.106300,-0.178443,-0.602394,-0.097796,-0.165952,0.336838,0.235543,0.439050,147.760978,886.350098
73.830000,0.197660,0.437872,-0.445534,0.201968,0.402843,-0.414346,0.333964,0.235469,0.438734,147.919058,887.014778
73.840000,0.038641,-0.170118,0.426087,0.039483,-0.156509,0.396261,0.333034,0.235364,0.439951,147.830049,887.692275
73.850000,0.008437,0.402908,0.005290,0.008621,0.370675,0.004920,0.332855,0.238098,0.437296,146.737656,888.381921
73.860000,0.044305,-0.107069,-0.913876,0.045271,-0.098503,-0.849904,0.332610,0.237485,0.443639,148.426822,889.083034
73.870000,-0.034845,-0.008181,-0.104496,-0.035605,-0.007527,-0.097181,0.331054,0.237481,0.443688,147.695069,889.794922
73.880000,0.407605,-0.119354,0.514724,0.416494,-0.109806,0.478694,0.331097,0.237306,0.442958,148.871180,890.516883
73.890000,-0.145635,0.074688,-0.681816,-0.148811,0.068713,-0.634089,0.327004,0.237406,0.444496,149.136431,891.248205
73.900000,0.454720,0.044798,-0.114236,0.464640,0.041214,-0.106240,0.325776,0.237385,0.442422,148.092226,891.988165
73.910000,-0.392490,-0.021714,0.726849,-0.401053,-0.019977,0.675970,0.326353,0.236979,0.442121,148.832401,892.736032
73.920000,0.408487,0.577151,0.033890,0.417401,0.530979,0.031517,0.325876,0.242618,0.440791,149.702853,893.491070
73.930000,-0.538658,-0.302358,-0.991937,-0.550413,-0.278169,-0.922502,0.330388,0.244107,0.449478,149.873246,894.252533
73.940000,0.283333,0.157380,0.312772,0.289517,0.144790,0.290878,0.330785,0.242640,0.448580,149.628542,895.019668
73.950000,-0.310914,-0.450981,0.222224,-0.317701,-0.414903,0.206669,0.331885,0.244147,0.448743,149.022623,895.791719
73.960000,0.069492,0.285377,-0.412315,0.071009,0.262547,-0.383453,0.331764,0.243004,0.449744,149.616360,896.567924
73.970000,0.190453,-0.287134,-0.123942,0.194611,-0.264164,-0.115266,0.332215,0.244430,0.447916,149.070721,897.347517
73.980000,-0.161794,0.311389,0.587964,-0.165327,0.286478,0.546807,0.332085,0.245263,0.450697,150.421760,898.129727
73.990000,0.052812,-0.277925,-0.575807,0.053966,-0.255691,-0.535500,0.329902,0.246588,0.450389,149.980868,898.913784
74.000000,-0.473228,0.068651,-0.235523,-0.483565,0.063159,-0.219037,0.329888,0.245763,0.450744,150.630970,899.698913
74.010000,0.267612,0.121462,0.654568,0.273459,0.111745,0.608749,0.328396,0.245996,0.454597,148.810855,900.484339
74.020000,-0.522234,-0.093333,0.094495,-0.533645,-0.085866,0.087881,0.329927,0.242297,0.454433,149.914690,901.269287
74.030000,0.511550,0.175549,-0.532099,0.522729,0.161505,-0.494853,0.328130,0.242514,0.451095,150.064420,902.052982
74.040000,-0.632597,-0.269778,0.599812,-0.646423,-0.248196,0.557826,0.333068,0.243083,0.453976,150.254211,902.834651
74.050000,0.443769,0.494805,0.307803,0.453469,0.455220,0.286257,0.336026,0.242642,0.453958,149.960786,903.613522
74.060000,-0.197139,-0.408528,-0.601966,-0.201449,-0.375846,-0.559829,0.334991,0.241564,0.453776,150.942462,904.388826
74.070000,0.011688,0.218952,-0.476236,0.011944,0.201436,-0.442900,0.334987,0.241257,0.455669,150.405433,905.159798
74.080000,0.249768,0.004975,0.796994,0.255231,0.004577,0.741204,0.335938,0.241245,0.456672,151.898591,905.925677
74.090000,-0.498588,-0.119245,-0.350745,-0.509493,-0.109706,-0.326193,0.338950,0.240782,0.457707,150.909007,906.685707
74.100000,0.493291,0.064426,-0.207612,0.504081,0.059272,-0.193079,0.342262,0.240830,0.456280,150.986743,907.439139
74.110000,-0.515659,0.031040,0.374626,-0.526940,0.028557,0.348402,0.344483,0.238597,0.456175,150.989565,908.185227
74.120000,0.494971,0.093874,0.131556,0.505801,0.086364,0.122347,0.347053,0.237984,0.456229,151.760862,908.923236
74.130000,-0.387383,-0.466213,-0.419690,-0.395860,-0.428916,-0.390312,0.349220,0.239209,0.455868,151.758365,909.652438
74.140000,0.159592,0.290752,0.220079,0.163085,0.267491,0.204673,0.349163,0.235144,0.456313,151.229236,910.372112
74.150000,0.189977,-0.235137,0.257517,0.194135,-0.216326,0.239491,0.348826,0.233587,0.456453,150.322393,911.081549
74.160000,0.183113,0.440929,-0.933466,0.187122,0.405655,-0.868123,0.348809,0.236670,0.461495,151.766411,911.780047
74.170000,-0.285453,-0.058583,-0.162642,-0.291703,-0.053896,-0.151257,0.349933,0.235827,0.459199,151.639174,912.466919
74.180000,-0.181929,0.138073,1.121615,-0.185913,0.127027,1.043102,0.350287,0.236069,0.466124,152.172350,913.141484
74.190000,0.036953,0.073567,0.236913,0.037763,0.067681,0.220329,0.350223,0.236166,0.466459,151.842722,913.803079
74.200000,-0.355726,-0.157179,-0.236497,-0.363518,-0.144604,-0.219942,0.351695,0.236045,0.466283,152.540068,914.451049
74.210000,0.725094,0.020681,0.590023,0.740980,0.019027,0.548721,0.351309,0.236049,0.468640,151.921593,915.084756
74.220000,-0.370114,-0.329518,0.456769,-0.378223,-0.303157,0.424795,0.348729,0.236299,0.470291,152.726685,915.703573
74.230000,0.033144,-0.079584,-0.283374,0.033870,-0.073217,-0.263538,0.343304,0.234994,0.469437,152.581601,916.306890
74.240000,-0.186367,-0.162745,0.499791,-0.190452,-0.149726,0.464805,0.342271,0.234143,0.470961,153.274205,916.894111
74.250000,0.345951,0.200535,0.599674,0.353534,0.184493,0.557696,0.343969,0.233177,0.471059,152.821268,917.464658
74.260000,-0.352605,-0.114248,-0.411701,-0.360335,-0.105108,-0.382882,0.345496,0.227534,0.470389,153.299038,918.017965
74.270000,-0.180583,0.431197,0.190601,-0.184542,0.396701,0.177259,0.344853,0.230848,0.470548,152.924613,918.553489
74.280000,0.359341,-0.003167,0.606212,0.367221,-0.002914,0.563777,0.346619,0.230138,0.470565,153.057825,919.070699
74.290000,-0.142038,0.101172,-0.043096,-0.145153,0.093078,-0.040079,0.341782,0.229936,0.466663,152.899961,919.569086
74.300000,-0.132394,0.069535,-0.488829,-0.135298,0.063972,-0.454611,0.339850,0.230005,0.468767,152.676823,920.048157
74.310000,-0.346399,-0.184276,0.732442,-0.353998,-0.169534,0.681171,0.338647,0.227536,0.470166,153.492389,920.507439
74.320000,0.389071,0.397910,0.064987,0.397608,0.366078,0.060438,0.339657,0.228345,0.469437,153.461425,920.946480
74.330000,-0.377867,-0.545007,-0.742380,-0.386159,-0.501407,-0.690413,0.341175,0.228264,0.472067,154.327836,921.364846
74.340000,0.484988,0.286880,0.165608,0.495632,0.263930,0.154015,0.344188,0.229202,0.471486,153.841706,921.762124
74.350000,-0.429271,-0.405054,0.641841,-0.438694,-0.372650,0.596912,0.346066,0.229547,0.475210,154.599767,922.137921
74.360000,0.142351,0.309474,-0.197562,0.145476,0.284716,-0.183733,0.345943,0.229694,0.472709,154.701874,922.491868
74.370000,0.280847,-0.369412,0.223133,0.287013,-0.339859,0.207513,0.346517,0.228117,0.473154,153.925045,922.823614
74.380000,-0.052301,-0.012536,0.336210,-0.053449,-0.011533,0.312675,0.346503,0.227169,0.464078,153.337619,923.132832
74.390000,0.412069,0.273235,-0.548055,0.421119,0.251376,-0.509691,0.348809,0.228079,0.459857,153.780540,923.419217
74.400000,-0.641855,-0.109071,-0.414054,-0.655953,-0.100345,-0.385070,0.354627,0.227385,0.456816,154.446600,923.682486
74.410000,0.516472,0.024954,0.781581,0.527818,0.022957,0.726871,0.352821,0.227385,0.455897,153.951603,923.922380
74.420000,-0.358447,-0.171013,0.189110,-0.366322,-0.157332,0.175872,0.353495,0.227886,0.455245,154.563634,924.138661
74.430000,0.477826,0.059902,-0.610593,0.488325,0.055110,-0.567852,0.355361,0.226339,0.457004,153.867005,924.331116
74.440000,-0.261711,-0.374412,0.155473,-0.267463,-0.344459,0.144590,0.356090,0.226793,0.455775,154.127239,924.499556
74.450000,0.090971,0.210898,0.695176,0.092970,0.194026,0.646513,0.355941,0.225167,0.460077,154.565628,924.643813
74.460000,-0.041375,0.022946,-0.818904,-0.042285,0.021111,-0.761580,0.355955,0.223951,0.463167,154.453535,924.763746
74.470000,-0.063492,0.174908,-0.339990,-0.064888,0.160916,-0.316190,0.355996,0.223866,0.464068,154.307569,924.859235
74.480000,0.294863,-0.124310,0.514053,0.301347,-0.114365,0.478069,0.356307,0.224089,0.455716,154.278658,924.930188
74.490000,-0.255503,0.301659,-0.261139,-0.261122,0.277527,-0.242859,0.357236,0.225176,0.455566,154.449443,924.976534
74.500000,0.346700,0.097893,-0.541453,0.354325,0.090062,-0.503551,0.358814,0.225283,0.456475,154.125280,924.998226
74.510000,-0.515453,0.206187,0.610845,-0.526792,0.189692,0.568086,0.357817,0.225728,0.457271,154.663309,924.995244
74.520000,0.239076,-0.000891,0.210248,0.244336,-0.000820,0.195531,0.356465,0.225283,0.457581,153.870638,924.967591
74.530000,-0.401038,-0.306314,-0.657358,-0.409863,-0.281809,-0.611343,0.348647,0.226436,0.459014,155.661292,924.915294
74.540000,0.118985,0.188979,0.440144,0.121604,0.173860,0.409333,0.347569,0.224087,0.460157,154.256289,924.838404
74.550000,-0.100920,-0.323585,-0.059094,-0.103141,-0.297698,-0.054958,0.346038,0.224946,0.456439,153.708043,924.736998
74.560000,-0.176384,0.135970,-0.832315,-0.180267,0.125093,-0.774053,0.346375,0.222673,0.455884,153.296846,924.611175
74.570000,-0.519322,-0.302290,-0.279301,-0.530756,-0.278106,-0.259750,0.350417,0.221789,0.456351,153.626484,924.461059
74.580000,-0.268126,0.506068,1.002354,-0.274030,0.465582,0.932189,0.350606,0.223111,0.459600,154.245792,924.286800
74.590000,0.306354,-0.182791,-0.534492,0.313101,-0.168168,-0.497078,0.350356,0.223353,0.462280,153.771264,924.088569
74.600000,-0.424927,-0.170598,-0.629788,-0.434287,-0.156950,-0.585703,0.350234,0.223874,0.464644,154.556232,923.866561
74.610000,0.284817,-0.228953,0.637886,0.291091,-0.210637,0.593234,0.348450,0.224596,0.468416,153.762786,923.620995
74.620000,-0.331929,-0.007113,-0.027171,-0.339242,-0.006544,-0.025269,0.349330,0.224389,0.468331,153.369351,923.352115
74.630000,0.661435,0.032501,-0.785160,0.676009,0.029900,-0.730199,0.353338,0.223817,0.469148,153.683343,923.060185
74.640000,-0.384817,-0.102954,-0.001555,-0.393298,-0.094718,-0.001446,0.354483,0.223893,0.468659,153.517583,922.745494
74.650000,0.389164,0.244701,0.794589,0.397742,0.225125,0.738967,0.354990,0.223541,0.473806,153.633264,922.408352
74.660000,0.102635,-0.479200,-0.434759,0.104898,-0.440864,-0.404326,0.355096,0.227589,0.473878,153.097229,922.049092
74.670000,-0.147399,0.062603,-0.461641,-0.150649,0.057595,-0.429327,0.354965,0.227353,0.475817,153.536129,921.668069
74.680000,0.160150,-0.028588,0.541187,0.163681,-0.026301,0.503304,0.353893,0.227145,0.475244,152.599487,921.265658
74.690000,-0.512498,-0.097907,-0.128128,-0.523800,-0.090074,-0.119159,0.355563,0.225832,0.473979,153.536652,920.842257
74.700000,0.548998,0.004238,-0.160264,0.561106,0.003899,-0.149045,0.358642,0.225425,0.474203,153.327729,920.398284
74.710000,-0.649460,0.007287,0.507763,-0.663787,0.006704,0.472219,0.356964,0.225375,0.470426,153.239313,919.934177
74.720000,0.304273,0.279829,0.137068,0.310986,0.257443,0.127473,0.357966,0.226518,0.469837,152.830319,919.450394
74.730000,-0.425823,-0.011817,-0.543725,-0.435219,-0.010872,-0.505664,0.355097,0.226108,0.466784,153.124972,918.947412
74.740000,0.282278,0.502260,0.504078,0.288507,0.462079,0.468793,0.356097,0.226811,0.468673,153.165447,918.425729
74.750000,-0.359016,-0.130592,0.271973,-0.366939,-0.120144,0.252935,0.357636,0.225792,0.468998,152.106298,917.885859
74.760000,0.130507,0.149851,-0.789347,0.133388,0.137863,-0.734093,0.357624,0.225697,0.473445,153.371630,917.328334
74.770000,-0.115625,-0.317084,0.034235,-0.118177,-0.291717,0.031839,0.357726,0.227439,0.472738,152.711299,916.753706
74.780000,-0.137660,0.211908,0.364025,-0.140700,0.194955,0.338543,0.357922,0.227849,0.467081,152.931892,916.162541
74.790000,0.152323,-0.108337,-0.184514,0.155687,-0.099670,-0.171598,0.355537,0.227419,0.465745,153.350543,915.555423
74.800000,-0.136872,0.052095,-0.594878,-0.139895,0.047927,-0.553237,0.355067,0.226804,0.466531,151.867389,914.932951
74.810000,0.426332,0.065268,0.393903,0.435749,0.060046,0.366330,0.356700,0.226597,0.466513,151.882055,914.295739
74.820000,-0.401463,-0.050531,0.071086,-0.410332,-0.046489,0.066110,0.353963,0.226433,0.466264,151.790618,913.644417
74.830000,0.208181,0.065561,-0.938179,0.212781,0.060316,-0.872506,0.354027,0.222903,0.472544,152.181857,912.979628
74.840000,-0.112303,-0.353784,0.390984,-0.114785,-0.325482,0.363615,0.354191,0.224722,0.472282,151.545575,912.302027
74.850000,0.305338,0.177815,0.577840,0.312087,0.163590,0.537392,0.355562,0.222247,0.475329,151.499350,911.612283
74.860000,-0.100992,-0.353841,-0.237375,-0.103225,-0.325534,-0.220759,0.355683,0.224402,0.468190,152.689454,910.911078
74.870000,-0.046621,0.493550,0.066725,-0.047651,0.454066,0.062054,0.355697,0.228949,0.468130,151.574525,910.199102
74.880000,0.214731,-0.530078,0.671772,0.219479,-0.487672,0.624748,0.353931,0.233827,0.469848,151.784755,909.477060
74.890000,-0.531363,-0.020275,0.082410,-0.543113,-0.018653,0.076641,0.357765,0.233734,0.465613,151.962410,908.745664
74.900000,0.374618,-0.004226,-0.432776,0.382903,-0.003888,-0.402482,0.356795,0.233698,0.467229,152.066264,908.005635
74.910000,-0.363074,-0.063615,0.563183,-0.371105,-0.058526,0.523760,0.356471,0.233763,0.465270,150.496170,907.257704
74.920000,0.174992,0.164746,-0.108071,0.178864,0.151566,-0.100506,0.354471,0.228156,0.465368,151.280872,906.502610
74.930000,-0.502811,-0.432102,-1.005025,-0.513935,-0.397534,-0.934673,0.353922,0.229917,0.465611,151.344770,905.741097
74.940000,0.403318,0.425774,0.068584,0.412242,0.391712,0.063783,0.355137,0.232780,0.464745,151.390930,904.973918
74.950000,0.156706,-0.360712,0.004690,0.160174,-0.331855,0.004361,0.354076,0.231444,0.464286,150.370092,904.201829
74.960000,0.326613,0.261128,-0.544871,0.333842,0.240237,-0.506730,0.355575,0.231202,0.465466,150.360190,903.425592
74.970000,0.241909,-0.376331,-0.253934,0.247264,-0.346225,-0.236158,0.355902,0.232282,0.465922,150.540407,902.645975
74.980000,-0.113087,0.129644,0.144671,-0.115591,0.119272,0.134544,0.355706,0.230817,0.462898,150.339781,901.863745
74.990000,0.028424,0.114322,-0.112668,0.029054,0.105176,-0.104781,0.355677,0.229638,0.459909,150.022865,901.079677
75.000000,-0.032528,-0.004169,-0.272922,-0.033248,-0.003835,-0.253818,0.352390,0.229551,0.460088,149.747868,900.294542
75.010000,0.283140,0.050957,0.769662,0.289411,0.046881,0.715786,0.352517,0.229327,0.461626,149.861754,899.509117
75.020000,-0.528663,-0.295318,0.013281,-0.540374,-0.271692,0.012351,0.352620,0.230771,0.461544,149.649557,898.724176
75.030000,0.541817,0.148650,-0.648614,0.553822,0.136758,-0.603211,0.353094,0.230611,0.462832,149.785773,897.940495
75.040000,-0.070884,-0.243980,0.211374,-0.072455,-0.224462,0.196578,0.347202,0.230368,0.459878,149.217884,897.158846
75.050000,0.270368,0.507067,0.008071,0.276360,0.466501,0.007506,0.345336,0.230593,0.458987,148.889303,896.380002
75.060000,-0.453605,-0.087456,-0.188843,-0.463659,-0.080460,-0.175624,0.347851,0.227652,0.455898,149.043365,895.604731
75.070000,-0.149706,-0.021093,0.123807,-0.153025,-0.019406,0.115140,0.348186,0.226767,0.453888,149.036288,894.833798
75.080000,0.484302,-0.105025,0.298891,0.495039,-0.096623,0.277968,0.350760,0.226973,0.448657,149.548335,894.067964
75.090000,0.158171,0.360976,-0.399770,0.161678,0.332098,-0.371786,0.347416,0.229127,0.449011,148.690593,893.307986
75.100000,0.481955,0.217286,-0.407692,0.492643,0.199904,-0.379154,0.347252,0.229921,0.450196,147.710820,892.554613
75.110000,-0.289328,-0.246886,0.705954,-0.295745,-0.227135,0.656537,0.344503,0.231022,0.453622,149.742404,891.808588
75.120000,0.400121,0.464019,0.064444,0.408996,0.426898,0.059933,0.343215,0.234775,0.453496,149.123321,891.070650
75.130000,-0.482935,-0.070055,-0.664784,-0.493649,-0.064451,-0.618249,0.344480,0.230914,0.456024,148.692090,890.341524
75.140000,0.253968,0.294140,0.233611,0.259603,0.270609,0.217258,0.345072,0.230950,0.456082,148.517460,889.621932
75.150000,0.081461,-0.217204,0.445726,0.083269,-0.199827,0.414525,0.344626,0.230801,0.457335,148.179315,888.912584
75.160000,-0.082417,0.225044,-0.499495,-0.084246,0.207041,-0.464531,0.344220,0.228150,0.451417,148.923533,888.214180
75.170000,-0.070387,-0.325451,-0.244815,-0.071949,-0.299415,-0.227678,0.343058,0.230043,0.451737,147.318029,887.527408
75.180000,-0.267619,0.012422,0.576299,-0.273560,0.011428,0.535958,0.343644,0.229695,0.442785,148.193949,886.852948
75.190000,0.276508,-0.145809,0.130860,0.282648,-0.134144,0.121700,0.344784,0.229987,0.442404,148.088783,886.191464
75.200000,-0.260252,0.018801,-0.660034,-0.266031,0.017297,-0.613831,0.343893,0.229538,0.446100,148.795909,885.543610
75.210000,0.388671,0.301946,0.266018,0.397303,0.277791,0.247397,0.338157,0.231205,0.443403,147.451626,884.910025
75.220000,-0.195394,-0.204517,-0.036663,-0.199734,-0.188156,-0.034096,0.336628,0.229980,0.441377,148.164730,884.291335
75.230000,0.185407,0.156549,-0.915387,0.189526,0.144025,-0.851310,0.337144,0.230314,0.448739,147.512332,883.688149
75.240000,-0.224034,-0.439327,0.380734,-0.229012,-0.404181,0.354082,0.337384,0.233354,0.447727,146.697055,883.101064
75.250000,0.015896,0.315016,0.801319,0.016249,0.289815,0.745227,0.335531,0.234422,0.450448,146.545268,882.530659
75.260000,-0.147546,-0.416142,-1.019902,-0.150825,-0.382851,-0.948509,0.333931,0.237295,0.458731,147.613865,881.977498
75.270000,-0.151169,-0.033249,0.201495,-0.154529,-0.030589,0.187390,0.333779,0.233975,0.458771,146.324863,881.442125
75.280000,0.247154,-0.126850,0.560218,0.252648,-0.116702,0.521003,0.332713,0.234266,0.458265,146.688008,880.925069
75.290000,-0.285193,0.210496,-0.132788,-0.291534,0.193657,-0.123493,0.333672,0.234881,0.458414,147.596416,880.426842
75.300000,0.171882,0.125885,-0.032543,0.175704,0.115814,-0.030265,0.333860,0.235079,0.456164,146.193715,879.947934
75.310000,-0.431690,-0.118713,0.506482,-0.441291,-0.109216,0.471029,0.334899,0.234721,0.453502,146.883800,879.488818
75.320000,0.249783,0.121547,-0.204745,0.255339,0.111823,-0.190413,0.333509,0.232118,0.453862,147.504813,879.049947
75.330000,-0.754103,-0.236473,-0.611908,-0.770879,-0.217555,-0.569075,0.340117,0.227680,0.452175,147.233703,878.631756
75.340000,0.409781,0.466571,0.333319,0.418898,0.429246,0.309986,0.339084,0.230183,0.452974,146.788570,878.234655
75.350000,-0.381226,-0.313005,0.476687,-0.389709,-0.287964,0.443319,0.338485,0.228964,0.451207,145.958369,877.859038
75.360000,-0.118127,0.229884,-0.261991,-0.120755,0.211493,-0.243651,0.338388,0.228170,0.451491,147.186621,877.505275
75.370000,0.308390,-0.294545,0.097521,0.315254,-0.270981,0.090694,0.338639,0.227246,0.451105,146.467583,877.173716
75.380000,-0.240395,0.135262,0.836162,-0.245747,0.124441,0.777631,0.339487,0.227583,0.456689,146.191046,876.864687
75.390000,-0.013896,0.050843,0.052868,-0.014205,0.046776,0.049168,0.336868,0.226239,0.453863,145.567365,876.578493
