# ICS Core 100 Hz CSV | Run: ICS_SIM_20260401_120000
# Generated: 2026-04-10T18:23:51.129714Z
# Temp compensation: LM95172 reference, per-component polynomial models
# vib_*_raw_g: T-compensated, NO kinematic correction applied
# vib_*_corr_g: T-compensated + Euler + Coriolis + R-matrix
elapsed_time_s,vib_x_raw_g,vib_y_raw_g,vib_z_raw_g,vib_x_corr_g,vib_y_corr_g,vib_z_corr_g,vib_magnitude_corr_g,vib_x_rms_g,vib_y_rms_g,vib_z_rms_g,rpm,omega_z_dps,rpm_source,drill_condition,condition_severity
42.28,-0.040838,0.384362,1.385419,-0.040838,0.375326,1.385419,1.43594,1.867372,2.422541,2.07722,151.983,911.8961,adxrs645,NORMAL,1.0
42.29,-0.50845,-1.552501,-3.893765,-0.50845,-1.5611,-3.893765,4.225749,1.867059,2.426387,2.108046,148.687,892.1214,adxrs645,NORMAL,1.0
42.3,0.214901,-0.328748,-1.487693,0.214901,-0.34634,-1.487693,1.542519,1.840489,2.426618,2.106705,153.013,918.0779,adxrs645,NORMAL,1.0
42.31,0.130982,1.792394,2.32825,0.130982,1.791028,2.32825,2.940355,1.819664,2.433001,2.116265,151.777,910.663,adxrs645,NORMAL,1.0
42.32,-3.214538,-0.755634,2.012362,-3.214538,-0.729598,2.012362,3.862016,1.847105,2.433689,2.117623,151.571,909.4279,adxrs645,NORMAL,1.0
42.33,3.342089,-1.71134,2.88619,3.342089,-1.709909,2.88619,4.73534,1.860833,2.439685,2.133866,145.804,874.8211,adxrs645,NORMAL,1.0
42.34,-2.827102,2.404508,-0.589998,-2.827102,2.382173,-0.589998,3.743708,1.837611,2.449065,2.099584,153.838,923.0258,adxrs645,NORMAL,1.0
42.35,3.272573,-0.971688,-0.648915,3.272573,-0.959537,-0.648915,3.471532,1.863828,2.430123,2.096392,150.954,905.7227,adxrs645,NORMAL,1.0
42.36,-0.279328,-3.218624,-3.690665,-0.279328,-3.210485,-3.690665,4.899617,1.861573,2.442909,2.124628,148.894,893.3636,adxrs645,NORMAL,1.0
42.37,1.068283,2.069879,1.272291,1.068283,2.092778,1.272291,2.672017,1.864531,2.438083,2.11462,150.336,902.0166,adxrs645,NORMAL,1.0
42.38,-2.625891,1.005541,-2.07354,-2.625891,1.012012,-2.07354,3.495574,1.808165,2.418079,2.10436,144.568,867.4092,adxrs645,NORMAL,1.0
42.39,0.853652,2.369015,0.7695,0.853652,2.359938,0.7695,2.624911,1.807524,2.428462,2.10501,151.16,906.9625,adxrs645,NORMAL,1.0
42.4,3.075226,-0.314086,-0.453681,3.075226,-0.295141,-0.453681,3.122491,1.816057,2.428623,2.078322,147.247,883.4791,adxrs645,NORMAL,1.0
42.41,0.14104,-2.811614,-0.843817,0.14104,-2.795871,-0.843817,2.923835,1.813377,2.399951,2.075724,146.011,876.0638,adxrs645,NORMAL,1.0
42.42,-0.659922,-0.594726,0.56183,-0.659922,-0.619907,0.56183,1.065568,1.814234,2.400633,2.066196,145.599,873.5926,adxrs645,NORMAL,1.0
42.43,-3.099985,-2.399052,2.370688,-3.099985,-2.422155,2.370688,4.593137,1.83857,2.405008,2.077052,153.221,919.3265,adxrs645,NORMAL,1.0
42.44,-4.203442,1.290762,-0.782283,-4.203442,1.275929,-0.782283,4.461938,1.883825,2.302182,2.073825,148.277,889.6627,adxrs645,NORMAL,1.0
42.45,0.33532,3.262885,-0.274716,0.33532,3.25631,-0.274716,3.285037,1.866806,2.324147,2.068134,154.251,925.5087,adxrs645,NORMAL,1.0
42.46,1.309661,0.122648,-0.229051,1.309661,0.161078,-0.229051,1.339262,1.843575,2.312791,2.068097,148.277,889.6645,adxrs645,NORMAL,1.0
42.47,-0.488309,1.468136,-1.5321,-0.488309,1.491596,-1.5321,2.193315,1.818974,2.309819,2.038765,144.981,869.8886,adxrs645,NORMAL,1.0
42.48,-2.370665,0.155964,0.403725,-2.370665,0.126852,0.403725,2.40814,1.834347,2.306567,2.034324,146.836,881.0139,adxrs645,NORMAL,1.0
42.49,-3.820148,-0.021963,-2.569323,-3.820148,-0.046809,-2.569323,4.604035,1.858572,2.281229,2.049443,153.84,923.0405,adxrs645,NORMAL,1.0
42.5,1.312742,-3.777296,4.031515,1.312742,-3.763501,4.031515,5.669245,1.860064,2.310004,2.062641,149.514,897.0843,adxrs645,NORMAL,1.0
42.51,-0.708263,-1.811424,-0.592608,-0.708263,-1.809906,-0.592608,2.031891,1.859771,2.284911,2.048237,148.278,889.6689,adxrs645,NORMAL,1.0
42.52,1.164963,1.864856,-0.574473,1.164963,1.851745,-0.574473,2.261884,1.862968,2.291643,2.042743,150.544,903.2665,adxrs645,NORMAL,1.0
42.53,-3.012978,-2.538854,0.599768,-3.012978,-2.556609,0.599768,3.996749,1.868551,2.305856,2.028733,151.369,908.2117,adxrs645,NORMAL,1.0
42.54,2.067723,2.340288,0.35203,2.067723,2.319555,0.35203,3.127258,1.876402,2.31352,2.028451,153.223,919.3372,adxrs645,NORMAL,1.0
42.55,2.025793,4.004988,2.492917,2.025793,4.015094,2.492917,5.141931,1.882886,2.34331,2.035274,154.253,925.5186,adxrs645,NORMAL,1.0
42.56,1.931015,-1.689164,2.016004,1.931015,-1.647018,2.016004,3.241259,1.892473,2.347753,2.02289,148.897,893.3815,adxrs645,NORMAL,1.0
42.57,0.965961,1.362649,2.641139,0.965961,1.381325,2.641139,3.133169,1.893466,2.351768,2.039985,145.807,874.8412,adxrs645,NORMAL,1.0
42.58,0.750933,-0.214764,-2.240637,0.750933,-0.22946,-2.240637,2.374238,1.894745,2.35103,2.03232,148.897,893.3833,adxrs645,NORMAL,1.0
42.59,-0.621003,0.445783,0.581426,-0.621003,0.447539,0.581426,0.961245,1.891433,2.347176,2.015283,150.958,905.7451,adxrs645,NORMAL,1.0
42.6,0.51076,2.009542,1.81237,0.51076,2.025938,1.81237,2.765861,1.888408,2.355422,2.019621,147.043,882.2603,adxrs645,NORMAL,1.0
42.61,-0.130035,-1.774468,0.802888,-0.130035,-1.784661,0.802888,1.961263,1.855448,2.361855,2.007694,147.456,884.7334,adxrs645,NORMAL,1.0
42.62,4.704659,0.672801,-0.619774,4.704659,0.658176,-0.619774,4.790734,1.91412,2.342209,2.008521,150.958,905.7479,adxrs645,NORMAL,1.0
42.63,1.122246,1.247699,1.224482,1.122246,1.244892,1.224482,2.075704,1.910868,2.280963,2.012179,149.722,898.3322,adxrs645,NORMAL,1.0
42.64,2.875353,0.808631,2.775937,2.875353,0.816574,2.775937,4.079249,1.92934,2.269197,1.997674,150.134,900.8054,adxrs645,NORMAL,1.0
42.65,0.482204,3.167789,2.527396,0.482204,3.174982,2.527396,4.086657,1.925127,2.283137,1.995566,147.662,885.973,adxrs645,NORMAL,1.0
42.66,1.930636,1.652887,4.820348,1.930636,1.65883,4.820348,5.451131,1.90477,2.273716,2.051521,149.31,895.8628,adxrs645,NORMAL,1.0
42.67,2.254905,-1.778839,0.515023,2.254905,-1.790908,0.515023,2.925268,1.912757,2.277406,2.028963,147.044,882.2663,adxrs645,NORMAL,1.0
42.68,-0.554435,4.323938,2.62107,-0.554435,4.291942,2.62107,5.059464,1.913299,2.31213,2.04325,152.607,915.6425,adxrs645,NORMAL,1.0
42.69,4.255842,-1.591779,2.307414,4.255842,-1.570124,2.307414,5.089366,1.95105,2.281684,1.958205,153.019,918.1158,adxrs645,NORMAL,1.0
42.7,-2.85797,-3.33468,-0.831414,-2.85797,-3.301196,-0.831414,4.4449,1.962967,2.304749,1.959966,144.573,867.4354,adxrs645,NORMAL,1.0
42.71,3.16765,-2.079019,-0.035212,3.16765,-2.069696,-0.035212,3.784031,1.969493,2.286422,1.955464,147.663,885.9782,adxrs645,NORMAL,1.0
42.72,2.490032,1.772813,4.641803,2.490032,1.776024,4.641803,5.558854,1.983727,2.290183,2.000951,145.809,874.8539,adxrs645,NORMAL,1.0
42.73,0.007063,-0.924999,-2.292405,0.007063,-0.941035,-2.292405,2.478047,1.97365,2.289656,2.008653,147.869,887.2161,adxrs645,NORMAL,1.0
42.74,-0.770786,-2.311517,-3.762702,-0.770786,-2.308518,-3.762702,4.481216,1.973578,2.300226,2.039148,149.724,898.3423,adxrs645,NORMAL,1.0
42.75,4.112404,0.102437,5.42793,4.112404,0.113872,5.42793,6.810819,2.008487,2.299118,2.107723,145.603,873.6202,adxrs645,NORMAL,1.0
42.76,-1.757934,-0.898162,-1.624051,-1.757934,-0.899528,-1.624051,2.556761,2.015605,2.297156,2.11355,147.458,884.7465,adxrs645,NORMAL,1.0
42.77,-1.342106,1.829821,1.186203,-1.342106,1.81635,1.186203,2.550971,1.992253,2.284903,2.079742,147.046,882.275,adxrs645,NORMAL,1.0
42.78,1.833614,2.811494,2.319443,1.833614,2.791741,2.319443,4.06642,2.000564,2.301638,2.083098,150.342,902.0545,adxrs645,NORMAL,1.0
42.79,-2.112375,-1.097186,0.254457,-2.112375,-1.094915,0.254457,2.392847,1.964591,2.28595,2.046637,150.137,900.8192,adxrs645,NORMAL,1.0
42.8,7.808341,1.617874,0.223471,7.808341,1.617041,0.223471,7.977151,2.101774,2.248957,2.040498,147.87,887.2223,adxrs645,NORMAL,1.0
42.81,1.410254,-1.263294,0.549681,1.410254,-1.265502,0.549681,1.972932,2.078129,2.228995,2.019845,150.549,903.2934,adxrs645,NORMAL,1.0
42.82,1.999666,-0.060735,-1.584701,1.999666,-0.056202,-1.584701,2.552077,2.076859,2.197236,2.026043,148.283,889.6964,adxrs645,NORMAL,1.0
42.83,-0.163119,-0.6694,-2.8427,-0.163119,-0.695877,-2.8427,2.931177,2.05454,2.191752,2.033959,149.313,895.8782,adxrs645,NORMAL,1.0
42.84,-1.197206,-2.917467,-2.590663,-1.197206,-2.950335,-2.590663,4.104791,2.057819,2.196822,2.040063,154.67,928.0199,adxrs645,NORMAL,1.0
42.85,-2.389904,1.997167,3.119311,-2.389904,2.020274,3.119311,4.418512,2.065389,2.204546,2.037834,154.052,924.3123,adxrs645,NORMAL,1.0
42.86,-3.217602,3.309986,-2.359859,-3.217602,3.327575,-2.359859,5.195638,2.061257,2.221062,2.050996,146.223,877.3381,adxrs645,NORMAL,1.0
42.87,1.564488,0.541602,1.331917,1.564488,0.522748,1.331917,2.120116,2.06684,2.218977,2.048963,152.404,914.4247,adxrs645,NORMAL,1.0
42.88,-2.441895,-3.796365,-1.681861,-2.441895,-3.777155,-1.681861,4.801917,2.066628,2.21958,2.039619,152.198,913.1895,adxrs645,NORMAL,1.0
42.89,0.894172,4.099174,-2.156987,0.894172,4.104929,-2.156987,4.72256,2.067097,2.254021,2.048478,146.223,877.3406,adxrs645,NORMAL,1.0
42.9,-0.207039,-1.569124,-0.036084,-0.207039,-1.60333,-0.036084,1.617045,2.052845,2.255631,2.047331,152.817,916.9001,adxrs645,NORMAL,1.0
42.91,-4.044513,3.138027,0.05035,-4.044513,3.150434,0.05035,5.126973,2.09172,2.276673,2.037439,154.465,926.7907,adxrs645,NORMAL,1.0
42.92,1.921245,-0.486408,0.399321,1.921245,-0.448751,0.399321,2.012962,2.088757,2.260811,2.031621,146.636,879.8156,adxrs645,NORMAL,1.0
42.93,2.364736,0.275917,0.351307,2.364736,0.263199,0.351307,2.405133,2.100658,2.26093,2.005207,147.254,883.5251,adxrs645,NORMAL,1.0
42.94,-1.66314,-1.119505,-2.121636,-1.66314,-1.140763,-2.121636,2.927237,2.090093,2.224992,2.009768,153.229,919.3764,adxrs645,NORMAL,1.0
42.95,-1.546001,2.621079,3.78868,-1.546001,2.619008,3.78868,4.858335,2.08787,2.24018,2.043392,150.757,904.5427,adxrs645,NORMAL,1.0
42.96,-2.612812,0.827812,-0.665505,-2.612812,0.825974,-0.665505,2.819914,2.103944,2.240262,2.027186,151.581,909.4885,adxrs645,NORMAL,1.0
42.97,2.926411,0.282509,-0.01566,2.926411,0.282612,-0.01566,2.940067,2.124113,2.226229,2.014071,150.963,905.7808,adxrs645,NORMAL,1.0
42.98,-1.560174,-3.208838,1.594046,-1.560174,-3.18674,1.594046,3.889787,2.129207,2.158748,2.010012,151.376,908.2542,adxrs645,NORMAL,1.0
42.99,0.739439,0.790691,-1.255504,0.739439,0.793131,-1.255504,1.65895,2.129471,2.100832,2.011375,146.019,876.113,adxrs645,NORMAL,1.0
43.0,-0.305366,1.65719,2.057397,-0.305366,1.626108,2.057397,2.640144,2.127554,2.070719,2.012034,153.024,918.1461,adxrs645,NORMAL,1.0
43.01,-2.468755,-1.326787,-2.911637,-2.468755,-1.323102,-2.911637,4.04017,2.140851,2.072411,2.008002,153.231,919.383,adxrs645,NORMAL,1.0
43.02,0.421626,1.852589,-0.583878,0.421626,1.868924,-0.583878,2.002887,2.115908,2.077116,2.000457,149.11,894.6588,adxrs645,NORMAL,1.0
43.03,-1.388616,-0.702423,4.831489,-1.388616,-0.678645,4.831489,5.072682,2.118418,2.069137,2.057839,149.934,899.6044,adxrs645,NORMAL,1.0
43.04,2.496978,1.531371,0.670512,2.496978,1.535474,0.670512,3.00702,2.126634,2.07301,2.05189,145.401,872.4075,adxrs645,NORMAL,1.0
43.05,-0.026692,-1.899318,-2.224152,-0.026692,-1.925068,-2.224152,2.941675,2.12663,2.081397,2.052922,151.377,908.2595,adxrs645,NORMAL,1.0
43.06,-1.18973,-1.998098,-1.273323,-1.18973,-2.002158,-1.273323,2.654326,2.129625,2.063313,2.050741,151.583,909.4965,adxrs645,NORMAL,1.0
43.07,-0.213465,-0.053005,-1.299658,-0.213465,-0.062157,-1.299658,1.318538,2.123447,2.054508,2.054247,149.728,898.3708,adxrs645,NORMAL,1.0
43.08,1.037436,-0.395958,0.449782,1.037436,-0.396339,0.449782,1.198191,2.125979,2.035731,2.054639,153.231,919.3879,adxrs645,NORMAL,1.0
43.09,-1.559882,1.451536,-1.120478,-1.559882,1.45688,-1.120478,2.410643,2.128405,2.017789,2.054797,148.905,893.427,adxrs645,NORMAL,1.0
43.1,3.369862,-0.471349,-0.19836,3.369862,-0.46163,-0.19836,3.407113,2.15164,2.005549,2.053828,151.995,911.9717,adxrs645,NORMAL,1.0
43.11,1.243551,1.700804,1.926523,1.243551,1.715218,1.926523,2.863544,2.143154,1.977067,2.060786,147.256,883.5382,adxrs645,NORMAL,1.0
43.12,3.719825,1.386638,-0.140335,3.719825,1.382916,-0.140335,3.971051,2.174908,1.979179,2.051993,149.729,898.3741,adxrs645,NORMAL,1.0
43.13,-1.109604,-0.280369,3.109002,-1.109604,-0.285695,3.109002,3.313417,2.164769,1.964223,2.06664,149.523,897.1385,adxrs645,NORMAL,1.0
43.14,-2.905695,-1.715823,-0.458777,-2.905695,-1.715427,-0.458777,3.405324,2.180482,1.963269,2.066899,150.553,903.3205,adxrs645,NORMAL,1.0
43.15,-1.743709,-0.856381,3.78408,-1.743709,-0.852531,3.78408,4.252833,2.177567,1.96407,2.100421,148.905,893.4309,adxrs645,NORMAL,1.0
43.16,-0.624511,0.862412,-3.473955,-0.624511,0.848495,-3.473955,3.630195,2.177212,1.963448,2.128821,149.729,898.3767,adxrs645,NORMAL,1.0
43.17,-2.309638,1.953999,3.494568,-2.309638,1.952426,3.494568,4.621515,2.185428,1.968339,2.153003,152.408,914.4491,adxrs645,NORMAL,1.0
43.18,0.463864,-0.641116,1.039478,0.463864,-0.609651,1.039478,1.291262,2.178543,1.963736,2.149767,148.699,892.1966,adxrs645,NORMAL,1.0
43.19,-5.441749,0.48002,-2.191652,-5.441749,0.464556,-2.191652,5.884878,2.243368,1.94889,2.107915,145.197,871.1803,adxrs645,NORMAL,1.0
43.2,1.66367,-4.592991,-1.316484,1.66367,-4.63936,-1.316484,5.10143,2.242415,1.960498,2.108004,155.293,931.7594,adxrs645,NORMAL,1.0
43.21,-0.085847,-1.596003,-0.786665,-0.085847,-1.575199,-0.786665,1.7628,2.237163,1.94834,2.100528,154.057,924.3423,adxrs645,NORMAL,1.0
43.22,1.894859,-0.051321,-1.949637,1.894859,-0.031995,-1.949637,2.718933,2.240829,1.947999,2.102913,146.021,876.1273,adxrs645,NORMAL,1.0
43.23,1.970218,0.525826,0.612786,1.970218,0.524281,0.612786,2.128882,2.241999,1.941997,2.10245,151.791,910.7444,adxrs645,NORMAL,1.0
43.24,-1.869895,-5.337478,-1.898431,-1.869895,-5.335406,-1.898431,5.963817,2.248995,1.983665,2.096855,148.288,889.7279,adxrs645,NORMAL,1.0
43.25,-2.11159,-1.284921,-1.763775,-2.11159,-1.295032,-1.763775,3.040859,2.256163,1.969829,2.096932,151.173,907.0369,adxrs645,NORMAL,1.0
43.26,0.236116,1.845538,2.25468,0.236116,1.850247,2.25468,2.926217,2.252135,1.977304,2.097311,150.761,904.5649,adxrs645,NORMAL,1.0
43.27,1.754062,-1.880635,0.123404,1.754062,-1.864765,0.123404,2.563067,2.254477,1.981405,2.097334,149.113,894.6751,adxrs645,NORMAL,1.0
43.28,3.27923,-3.320228,2.824721,3.27923,-3.307683,2.824721,5.447308,2.278197,2.008473,2.111731,147.67,886.0215,adxrs645,NORMAL,1.0
43.29,-2.086978,0.61548,0.864843,-2.086978,0.622876,0.864843,2.343375,2.287171,2.003365,2.077324,147.876,887.2584,adxrs645,NORMAL,1.0
43.3,0.397897,4.668988,-0.630288,0.397897,4.673183,-0.630288,4.732254,2.287416,2.056857,2.072948,147.258,883.5501,adxrs645,NORMAL,1.0
43.31,-3.434991,0.746814,-0.356261,-3.434991,0.736726,-0.356261,3.531125,2.313027,2.050368,2.06014,147.671,886.0234,adxrs645,NORMAL,1.0
43.32,1.162403,1.84814,-0.070586,1.162403,1.843668,-0.070586,2.180659,2.293528,2.057347,2.0503,149.937,899.6236,adxrs645,NORMAL,1.0
43.33,0.914149,0.302204,3.754326,0.914149,0.291032,3.754326,3.874962,2.270888,2.050436,2.064311,147.671,886.0247,adxrs645,NORMAL,1.0
43.34,-0.776397,-1.439542,1.845298,-0.776397,-1.47482,1.845298,2.486566,2.254559,2.041884,2.071702,151.998,911.9883,adxrs645,NORMAL,1.0
43.35,-1.946816,0.821648,-0.355323,-1.946816,0.821637,-0.355323,2.142763,2.23916,2.041282,2.07099,154.471,926.825,adxrs645,NORMAL,1.0
43.36,-0.212288,5.10666,2.585668,-0.212288,5.123195,2.585668,5.742637,2.239087,2.07996,2.054178,148.495,890.9719,adxrs645,NORMAL,1.0
43.37,2.140431,1.111661,-1.448872,2.140431,1.107041,-1.448872,2.811799,2.246756,2.072364,2.055347,150.762,904.5723,adxrs645,NORMAL,1.0
43.38,0.547863,1.222197,0.41692,0.547863,1.217391,0.41692,1.398577,2.232031,2.073468,2.045286,151.174,907.0457,adxrs645,NORMAL,1.0
43.39,0.198524,-0.83275,0.57296,0.198524,-0.829367,0.57296,1.027397,2.230486,2.061663,2.044641,151.38,908.2827,adxrs645,NORMAL,1.0
43.4,-1.101201,1.473844,-4.223535,-1.101201,1.469829,-4.223535,4.605572,2.211928,2.066685,2.087314,149.938,899.629,adxrs645,NORMAL,1.0
43.41,2.846914,-2.748274,-2.236171,2.846914,-2.756488,-2.236171,4.550122,2.230129,2.066156,2.097562,152.617,915.7022,adxrs645,NORMAL,1.0
43.42,0.856658,1.131321,4.354542,0.856658,1.156169,4.354542,4.586134,2.230798,2.06846,2.141548,151.381,908.2848,adxrs645,NORMAL,1.0
43.43,0.620797,-0.084764,0.400825,0.620797,-0.079268,0.400825,0.743191,2.210025,2.054244,2.128763,146.229,877.3765,adxrs645,NORMAL,1.0
43.44,3.332522,5.079804,-0.387209,3.332522,5.05375,-0.387209,6.065973,2.195126,2.111645,2.127678,152.617,915.7043,adxrs645,NORMAL,1.0
43.45,1.137267,-0.155867,-0.197516,1.137267,-0.145358,-0.197516,1.163408,2.197815,2.086437,2.127592,152.618,915.705,adxrs645,NORMAL,1.0
43.46,3.937178,-1.939688,-4.891024,3.937178,-1.924004,-4.891024,6.566984,2.228957,2.095228,2.182967,147.672,886.0329,adxrs645,NORMAL,1.0
43.47,0.665145,2.516483,0.460752,0.665145,2.503214,0.460752,2.630739,2.229415,2.104849,2.178071,150.145,900.87,adxrs645,NORMAL,1.0
43.48,1.052278,1.576506,0.232394,1.052278,1.573382,0.232394,1.907046,2.219271,2.110684,2.177821,152.206,913.2344,adxrs645,NORMAL,1.0
43.49,1.165648,1.130665,-4.103923,1.165648,1.123766,-4.103923,4.411777,2.18925,2.113668,2.201207,149.527,897.1622,adxrs645,NORMAL,1.0
43.5,0.23859,-3.295514,-0.079982,0.23859,-3.331657,-0.079982,3.341146,2.185441,2.106407,2.163988,153.442,920.654,adxrs645,NORMAL,1.0
43.51,-1.037786,2.166615,0.51213,-1.037786,2.17633,0.51213,2.464891,2.186757,2.109872,2.163783,156.946,941.6732,adxrs645,NORMAL,1.0
43.52,0.991509,-0.401158,2.204697,0.991509,-0.347227,2.204697,2.442201,2.185901,2.102017,2.174227,147.673,886.0368,adxrs645,NORMAL,1.0
43.53,-3.346984,-1.876407,2.695287,-3.346984,-1.867214,2.695287,4.685441,2.190755,2.09475,2.190048,145.818,874.9099,adxrs645,NORMAL,1.0
43.54,-0.912848,-4.496328,3.043832,-0.912848,-4.521663,3.043832,5.52663,2.182885,2.130405,2.210819,150.97,905.8202,adxrs645,NORMAL,1.0
43.55,2.256598,1.489756,0.197817,2.256598,1.48588,0.197817,2.709096,2.185148,2.097498,2.196808,152.413,914.4756,adxrs645,NORMAL,1.0
43.56,3.479923,2.637304,3.243372,3.479923,2.627314,3.243372,5.434345,2.204241,2.107462,2.211452,149.322,895.9304,adxrs645,NORMAL,1.0
43.57,1.457356,0.257307,-0.836412,1.457356,0.267584,-0.836412,1.701491,2.206941,2.103101,2.197216,154.267,925.6046,adxrs645,NORMAL,1.0
43.58,-2.658922,1.051994,1.226567,-2.658922,1.067575,1.226567,3.116737,2.221632,2.105684,2.1892,146.025,876.1494,adxrs645,NORMAL,1.0
43.59,-0.73294,1.285922,-0.696054,-0.73294,1.283636,-0.696054,1.633834,2.221973,2.109118,2.189535,151.795,910.7692,adxrs645,NORMAL,1.0
43.6,1.817637,-1.848397,-2.210916,1.817637,-1.864116,-2.210916,3.415682,2.22881,2.107625,2.193193,148.086,888.5147,adxrs645,NORMAL,1.0
43.61,-0.504119,1.736673,-2.428169,-0.504119,1.694783,-2.428169,3.003736,2.229342,2.106883,2.205133,155.092,930.5531,adxrs645,NORMAL,1.0
43.62,2.199569,-3.441966,-0.517044,2.199569,-3.428364,-0.517044,4.105986,2.190207,2.133579,2.204868,155.917,935.4995,adxrs645,NORMAL,1.0
43.63,-2.961047,-5.468945,0.767886,-2.961047,-5.427995,0.767886,6.230617,2.207281,2.19802,2.202804,147.88,887.2802,adxrs645,NORMAL,1.0
43.64,-0.372598,-2.927581,-1.08255,-0.372598,-2.930573,-1.08255,3.146268,2.18879,2.215967,2.187923,148.086,888.5172,adxrs645,NORMAL,1.0
43.65,0.925836,-0.771451,-0.416332,0.925836,-0.776454,-0.416332,1.27804,2.190217,2.194478,2.173675,152.62,915.7191,adxrs645,NORMAL,1.0
43.66,-0.834962,-1.220208,-1.247524,-0.834962,-1.211398,-1.247524,1.928979,2.183288,2.19155,2.123221,148.911,893.4642,adxrs645,NORMAL,1.0
43.67,-1.309053,-1.578211,-2.131741,-1.309053,-1.579822,-2.131741,2.958678,2.175555,2.189926,2.133274,150.147,900.8834,adxrs645,NORMAL,1.0
43.68,-0.795691,-1.340975,-2.245754,-0.795691,-1.315956,-2.245754,2.721815,2.176303,2.151484,2.128989,150.147,900.8841,adxrs645,NORMAL,1.0
43.69,1.605198,2.583012,-0.000215,1.605198,2.594097,-0.000215,3.050574,2.140313,2.161371,2.116448,144.377,866.2648,adxrs645,NORMAL,1.0
43.7,0.139296,-1.451287,2.235994,0.139296,-1.461999,2.235994,2.675166,2.121192,2.141009,2.126602,150.148,900.8854,adxrs645,NORMAL,1.0
43.71,3.642424,-0.343236,-1.092711,3.642424,-0.339713,-1.092711,3.817941,2.128799,2.131253,2.129405,147.881,887.2853,adxrs645,NORMAL,1.0
43.72,0.715577,0.270181,-1.048099,0.715577,0.24417,-1.048099,1.292355,2.115397,2.12398,2.080838,148.293,889.7588,adxrs645,NORMAL,1.0
43.73,0.987417,1.965962,-1.646727,0.987417,1.963625,-1.646727,2.746366,2.1177,2.130961,2.074717,154.063,924.3798,adxrs645,NORMAL,1.0
43.74,5.326999,-3.212381,-1.784774,5.326999,-3.206065,-1.784774,6.468477,2.182311,2.142543,2.048103,146.233,877.3957,adxrs645,NORMAL,1.0
43.75,0.490298,4.708491,-1.178951,0.490298,4.697503,-1.178951,4.867942,2.143774,2.193405,1.978383,152.415,914.4897,adxrs645,NORMAL,1.0
43.76,-2.233361,1.150982,-0.520951,-2.233361,1.159898,-0.520951,2.569952,2.148195,2.194627,1.972394,149.324,895.9437,adxrs645,NORMAL,1.0
43.77,1.394106,-0.148327,-1.796273,1.394106,-0.158163,-1.796273,2.279286,2.148526,2.187155,1.977001,149.324,895.9443,adxrs645,NORMAL,1.0
43.78,4.922312,-6.191231,3.814498,4.922312,-6.202024,3.814498,8.788894,2.196551,2.256183,2.00006,152.415,914.4918,adxrs645,NORMAL,1.0
43.79,1.955756,-1.562466,3.923868,1.955756,-1.564493,3.923868,4.655035,2.1951,2.258948,2.038029,150.767,904.6008,adxrs645,NORMAL,1.0
43.8,-2.873977,2.11262,-4.364437,-2.873977,2.10253,-4.364437,5.632822,2.07156,2.262942,2.084117,151.797,910.7838,adxrs645,NORMAL,1.0
43.81,-2.401339,-2.406543,-1.5731,-2.401339,-2.398149,-1.5731,3.740613,2.080658,2.272092,2.089323,152.828,916.9668,adxrs645,NORMAL,1.0
43.82,0.02427,-1.73095,-4.267586,0.02427,-1.706092,-4.267586,4.596045,2.071028,2.278482,2.126565,148.912,893.4747,adxrs645,NORMAL,1.0
43.83,0.971231,0.102584,0.856969,0.971231,0.123708,0.856969,1.301149,2.07324,2.277452,2.109221,148.088,888.5295,adxrs645,NORMAL,1.0
43.84,0.360281,1.999753,-0.158185,0.360281,2.010951,-0.158185,2.049085,2.070094,2.267197,2.09331,146.646,879.8749,adxrs645,NORMAL,1.0
43.85,2.121908,-1.625604,-1.506095,2.121908,-1.674868,-1.506095,3.094511,2.067171,2.264381,2.075411,147.676,886.0578,adxrs645,NORMAL,1.0
43.86,2.883737,2.841046,1.202379,2.883737,2.792561,1.202379,4.190471,2.062238,2.257139,2.065454,158.805,952.8281,adxrs645,NORMAL,1.0
43.87,-1.863293,-2.032047,2.783208,-1.863293,-1.994713,2.783208,3.898331,2.06472,2.265333,2.079861,153.653,921.9169,adxrs645,NORMAL,1.0
43.88,2.667121,-0.133243,4.907883,2.667121,-0.082694,4.907883,5.586384,2.067504,2.233636,2.130354,145.616,873.695,adxrs645,NORMAL,1.0
43.89,0.96172,-2.320365,-0.577642,0.96172,-2.3237,-0.577642,2.580341,2.067808,2.207855,2.120193,146.028,876.1685,adxrs645,NORMAL,1.0
43.9,0.011465,0.181067,2.619652,0.011465,0.154773,2.619652,2.624245,2.067704,2.20208,2.136313,151.386,908.3178,adxrs645,NORMAL,1.0
43.91,-2.004119,-2.790485,1.262305,-2.004119,-2.803057,1.262305,3.669746,2.037642,2.197379,2.140033,151.592,909.5549,adxrs645,NORMAL,1.0
43.92,-1.062505,5.079027,1.97674,-1.062505,5.083565,1.97674,5.556892,2.031345,2.25497,2.148772,151.593,909.5556,adxrs645,NORMAL,1.0
43.93,-1.101097,2.541832,1.530755,-1.101097,2.553033,1.530755,3.173893,2.020536,2.269223,2.153931,149.326,895.9549,adxrs645,NORMAL,1.0
43.94,1.328073,-0.256193,0.881162,1.328073,-0.258583,0.881162,1.614649,2.018055,2.266502,2.145267,149.532,897.1921,adxrs645,NORMAL,1.0
